Geneid,Chr,Start,End,Strand,Length,ML-sta1_CTTGTA_L005/bowtie1_mapping_ref/ML-sta1_CTTGTA_L005.sorted.bam,ML-exp1_GCCAAT_L006/bowtie1_mapping_ref/ML-exp1_GCCAAT_L006.sorted.bam
gene1611,CU928145.2,1624086,1625510,+,1425,5,0
gene1612,CU928145.2,1625720,1626529,+,810,54,1048
gene1613,CU928145.2,1627146,1627394,+,249,2,51
gene1614,CU928145.2,1627480,1627713,+,234,8,517
gene1615,CU928145.2,1627714,1628163,-,450,4,13
gene1616,CU928145.2,1628160,1628912,-,753,8,30
gene1617,CU928145.2,1628859,1629896,+,1038,132,10
gene1618,CU928145.2,1630094,1630759,+,666,114,47
gene1619,CU928145.2,1630795,1632897,-,2103,100,60
gene1620,CU928145.2,1633139,1634200,+,1062,110,156
gene1621,CU928145.2,1634313,1635812,-,1500,19,49
gene1622,CU928145.2,1636079,1636696,+,618,80,2
gene1623,CU928145.2,1637768,1639912,+,2145,3,5
gene1624,CU928145.2,1639980,1644221,+,4242,40,19
gene1625,CU928145.2,1644221,1644682,+,462,0,4
gene1626,CU928145.2,1645018,1645734,+,717,9,12
gene1627,CU928145.2,1645701,1645994,+,294,0,8
gene1628,CU928145.2,1645998,1646567,-,570,57,9
gene1629,CU928145.2,1646740,1647585,+,846,21,7
gene1630,CU928145.2,1647681,1648574,-,894,7,30
gene1631,CU928145.2,1648653,1649333,-,681,7,1
gene1632,CU928145.2,1649330,1650025,-,696,1,1
gene1633,CU928145.2,1650025,1651569,-,1545,3,2
gene1634,CU928145.2,1651566,1655306,-,3741,10,4
gene1635,CU928145.2,1655388,1656776,-,1389,20,13
gene1636,CU928145.2,1657100,1658431,-,1332,7,11
gene1637,CU928145.2,1658455,1658745,-,291,0,2
gene1638,CU928145.2,1659004,1659828,-,825,1,29
gene1639,CU928145.2,1660117,1663164,+,3048,8,99
gene1640,CU928145.2,1663177,1664061,+,885,4,7
gene1641,CU928145.2,1664054,1664707,+,654,7,13
gene1642,CU928145.2,1664758,1665120,-,363,37,11
gene1643,CU928145.2,1665189,1666199,-,1011,262,4
gene1644,CU928145.2,1666333,1668030,-,1698,23,85
gene1645,CU928145.2,1668426,1668641,-,216,82,4
gene1646,CU928145.2,1668987,1669418,+,432,682,30
gene1647,CU928145.2,1669474,1670400,-,927,22,3
gene1648,CU928145.2,1670393,1671379,-,987,6,2
gene1649,CU928145.2,1671376,1672272,-,897,2,3
gene1650,CU928145.2,1672269,1673291,-,1023,2,0
gene1651,CU928145.2,1673293,1674843,-,1551,16,8
gene1652,CU928145.2,1674857,1675438,-,582,17,0
gene1653,CU928145.2,1675696,1678095,-,2400,44,12
gene1654,CU928145.2,1678120,1679502,-,1383,233,46
gene1655,CU928145.2,1679874,1681193,-,1320,11,27
gene1656,CU928145.2,1681324,1682859,-,1536,1230,11
gene1657,CU928145.2,1683015,1684415,-,1401,1626,28
gene1658,CU928145.2,1684777,1687572,-,2796,51,83
gene1659,CU928145.2,1687617,1689989,-,2373,2,24
gene1660,CU928145.2,1690027,1691712,-,1686,0,17
gene1661,CU928145.2,1692003,1693160,-,1158,18,18
gene1662,CU928145.2,1693212,1694894,-,1683,2,63
gene1663,CU928145.2,1695296,1696057,-,762,3,15
gene1664,CU928145.2,1696132,1696329,-,198,0,0
gene1665,CU928145.2,1696577,1698856,-,2280,6,23
gene1666,CU928145.2,1699190,1700104,-,915,0,4
gene1667,CU928145.2,1700163,1700666,-,504,0,3
gene1668,CU928145.2,1700679,1701209,-,531,0,5
gene1669,CU928145.2,1701223,1703874,-,2652,2,37
gene1670,CU928145.2,1703916,1704635,-,720,2,56
gene1671,CU928145.2,1704987,1705598,-,612,2,1704
gene1672,CU928145.2,1706006,1706185,-,180,0,3
gene1673,CU928145.2,1706503,1707825,-,1323,4,37
gene1674,CU928145.2,1707825,1708091,-,267,6,26
gene1675,CU928145.2,1708300,1713720,-,5421,7,24
gene1676,CU928145.2,1714251,1715843,-,1593,8,12
gene1677,CU928145.2,1715922,1716875,-,954,34,21
gene1678,CU928145.2,1717124,1718659,+,1536,8,6
gene1679,CU928145.2,1718653,1719681,+,1029,3,1
gene1680,CU928145.2,1719681,1720673,+,993,3,4
gene1681,CU928145.2,1720685,1721707,+,1023,7,6
gene1682,CU928145.2,1721734,1722609,+,876,7,4
gene1683,CU928145.2,1722633,1722923,+,291,3,0
gene1684,CU928145.2,1722980,1723738,+,759,43,7
gene1685,CU928145.2,1723742,1724656,-,915,21,18
gene1686,CU928145.2,1724863,1726314,-,1452,18,41
gene1687,CU928145.2,1726541,1727959,-,1419,63,88
gene1688,CU928145.2,1728098,1728457,-,360,4,15
gene1689,CU928145.2,1728457,1729383,-,927,2,29
gene1690,CU928145.2,1729447,1730835,-,1389,4,8
gene1691,CU928145.2,1730936,1731817,+,882,8,13
gene1692,CU928145.2,1731895,1732353,+,459,2,0
gene1693,CU928145.2,1732302,1732787,+,486,0,1
gene1694,CU928145.2,1732760,1733008,+,249,0,1
gene1695,CU928145.2,1733158,1734348,+,1191,10,19
gene1696,CU928145.2,1734373,1735038,-,666,48,38
gene1697,CU928145.2,1735250,1735684,+,435,1,33
gene1698,CU928145.2,1735704,1736087,+,384,3,545
gene1699,CU928145.2,1736119,1736337,+,219,4,291
gene1700,CU928145.2,1736394,1737839,-,1446,24,43
gene1701,CU928145.2,1737858,1739531,-,1674,0,2
gene1702,CU928145.2,1739587,1739901,-,315,0,4
gene1703,CU928145.2,1739926,1741287,-,1362,1,0
gene1704,CU928145.2,1741363,1741674,-,312,2,2
gene1705,CU928145.2,1741873,1742571,+,699,4,124
gene1706,CU928145.2,1742616,1743515,-,900,3,9
gene1707,CU928145.2,1743710,1744897,+,1188,39,16
gene1708,CU928145.2,1745339,1746229,-,891,58,92
gene1709,CU928145.2,1746484,1746876,-,393,617,4
gene1710,CU928145.2,1747152,1747670,+,519,291,7
gene1711,CU928145.2,1747715,1749760,-,2046,40,78
gene1712,CU928145.2,1749897,1750643,+,747,83,175
gene1713,CU928145.2,1750732,1751418,+,687,27,132
gene1714,CU928145.2,1751596,1751799,+,204,0,220
gene1715,CU928145.2,1751835,1753295,-,1461,6,32
gene1716,CU928145.2,1753384,1754667,-,1284,43,22
gene1717,CU928145.2,1755403,1755585,+,183,331373,1
gene1718,CU928145.2,1755658,1756164,+,507,372,11
gene1719,CU928145.2,1756201,1756707,+,507,188,11
gene1720,CU928145.2,1756726,1757616,+,891,276,46
gene1721,CU928145.2,1757736,1758317,-,582,10,22
gene1722,CU928145.2,1758317,1761280,-,2964,22,27
gene1723,CU928145.2,1761345,1761944,-,600,3,2
gene1724,CU928145.2,1762014,1765427,-,3414,17,36
gene1725,CU928145.2,1765488,1766135,-,648,0,0
gene1726,CU928145.2,1766033,1766776,-,744,1,0
gene1727,CU928145.2,1766782,1767480,-,699,1,0
gene1728,CU928145.2,1767490,1767819,-,330,0,1
gene1729,CU928145.2,1767819,1770905,-,3087,17,2
gene1730,CU928145.2,1770847,1771176,-,330,1,0
gene1731,CU928145.2,1771185,1771613,-,429,4,0
gene1732,CU928145.2,1771632,1772450,-,819,9,0
gene1733,CU928145.2,1772386,1772799,-,414,4,2
gene1734,CU928145.2,1772784,1773362,-,579,3,0
gene1735,CU928145.2,1773374,1773649,-,276,2,2
gene1736,CU928145.2,1773642,1774010,-,369,0,0
gene1737,CU928145.2,1774052,1776271,-,2220,214,33
gene1738,CU928145.2,1776024,1777604,-,1581,7,1
gene1739,CU928145.2,1777532,1777750,-,219,0,0
gene1740,CU928145.2,1777741,1779843,-,2103,5,6
gene1741,CU928145.2,1779843,1780337,-,495,1,1
gene1742,CU928145.2,1780890,1781096,-,207,35,60
gene1743,CU928145.2,1781384,1781794,+,411,0,58
gene1744,CU928145.2,1782114,1782578,-,465,1,2
gene1745,CU928145.2,1782580,1782753,-,174,0,1
gene1746,CU928145.2,1782877,1783410,-,534,1,8
gene1747,CU928145.2,1783466,1783780,-,315,1,9
gene1748,CU928145.2,1783785,1784000,-,216,0,10
gene1749,CU928145.2,1784252,1784647,-,396,17,260
gene1750,CU928145.2,1784798,1785226,-,429,39,424
gene1751,CU928145.2,1785593,1785679,-,87,1,9
gene1752,CU928145.2,1785760,1786113,-,354,19,70
gene1753,CU928145.2,1786224,1786300,-,77,1,2
gene1754,CU928145.2,1786258,1786422,+,165,1,13
gene1755,CU928145.2,1786401,1786476,-,76,8,4
gene1756,CU928145.2,1786620,1787441,-,822,9,5
gene1757,CU928145.2,1787438,1787815,-,378,0,1
gene1758,CU928145.2,1787619,1787819,-,201,0,0
gene1759,CU928145.2,1787825,1788874,-,1050,4,8
gene1760,CU928145.2,1789221,1789472,-,252,7,48
gene1761,CU928145.2,1790060,1790383,-,324,13,112
gene1762,CU928145.2,1790432,1791469,-,1038,8,395
gene1763,CU928145.2,1791685,1792110,-,426,1,39
gene1764,CU928145.2,1792151,1793170,-,1020,10,29
gene1765,CU928145.2,1793097,1793618,-,522,0,6
gene1766,CU928145.2,1793602,1793832,-,231,0,0
gene1767,CU928145.2,1793910,1794317,+,408,47,475
gene1768,CU928145.2,1794486,1794641,+,156,1,5
gene1769,CU928145.2,1794601,1795218,+,618,23,103
gene1770,CU928145.2,1795478,1795530,+,53,8,17
gene1771,CU928145.2,1795600,1795893,+,294,6,12
gene1772,CU928145.2,1795890,1796081,+,192,1,7
gene1773,CU928145.2,1796175,1798646,+,2472,26,24
gene1774,CU928145.2,1798719,1798970,+,252,1,2
gene1775,CU928145.2,1798990,1800285,+,1296,15,27
gene1776,CU928145.2,1800305,1800415,-,111,0,5
gene1777,CU928145.2,1800473,1801162,-,690,61,141
gene1778,CU928145.2,1801258,1801326,-,69,1,6
gene1779,CU928145.2,1801318,1802526,+,1209,167,1324
gene1780,CU928145.2,1802495,1802854,-,360,3,0
gene1781,CU928145.2,1802842,1804056,-,1215,2,17
gene1782,CU928145.2,1804262,1804588,-,327,2,6
gene1783,CU928145.2,1804723,1805064,+,342,12,101
gene1784,CU928145.2,1805099,1805659,+,561,9,149
gene1785,CU928145.2,1805662,1806372,-,711,45,155
gene1786,CU928145.2,1806480,1806785,+,306,37,1
gene1787,CU928145.2,1806984,1809410,+,2427,1,20
gene1788,CU928145.2,1809471,1811894,+,2424,13,15
gene1789,CU928145.2,1811905,1812522,+,618,2,3
gene1790,CU928145.2,1812524,1813378,+,855,14,17
gene1791,CU928145.2,1813421,1814035,+,615,6,87
gene1792,CU928145.2,1814230,1815486,+,1257,2,16
gene1793,CU928145.2,1815439,1816134,-,696,12,370
gene1794,CU928145.2,1816259,1817479,-,1221,21,58
gene1795,CU928145.2,1817614,1818507,-,894,4,4
gene1796,CU928145.2,1818614,1819867,+,1254,238,41
gene1797,CU928145.2,1820291,1820599,+,309,3,1
gene1798,CU928145.2,1820875,1821696,+,822,106,56
gene1799,CU928145.2,1821735,1822064,-,330,2,15
gene1800,CU928145.2,1822051,1822416,-,366,1,87
gene1801,CU928145.2,1822828,1823862,+,1035,5,48
gene1802,CU928145.2,1823887,1825275,-,1389,24,209
gene1803,CU928145.2,1825286,1826818,-,1533,25,282
gene1804,CU928145.2,1827342,1828286,+,945,15,87
gene1805,CU928145.2,1828472,1829854,+,1383,29,36
gene1806,CU928145.2,1829891,1830613,+,723,33,14
gene1807,CU928145.2,1830610,1830945,-,336,8,24
gene1808,CU928145.2,1831065,1831793,+,729,27,96
gene1809,CU928145.2,1831797,1833098,+,1302,16,122
gene1810,CU928145.2,1833174,1834103,+,930,20,38
gene1811,CU928145.2,1834100,1835503,-,1404,230,24
gene1812,CU928145.2,1835646,1837292,-,1647,148,162
gene1813,CU928145.2,1837491,1838666,+,1176,35,123
gene1814,CU928145.2,1838767,1840275,+,1509,401,361
gene1815,CU928145.2,1840320,1841585,-,1266,5,5
gene1816,CU928145.2,1841624,1842997,-,1374,2,4
gene1817,CU928145.2,1842994,1844805,-,1812,8,6
gene1818,CU928145.2,1845194,1845784,-,591,40,158
gene1819,CU928145.2,1846013,1846780,-,768,114,101
gene1820,CU928145.2,1846892,1847920,-,1029,7,47
gene1821,CU928145.2,1848095,1849687,+,1593,11,28
gene1822,CU928145.2,1849697,1850869,+,1173,25,50
gene1823,CU928145.2,1850973,1851974,+,1002,92,170
gene1824,CU928145.2,1852009,1853049,-,1041,49,75
gene1825,CU928145.2,1853217,1853417,+,201,13,316
gene1826,CU928145.2,1853690,1853905,+,216,0,324
gene1827,CU928145.2,1853991,1854431,+,441,3,347
gene1828,CU928145.2,1854508,1855089,+,582,5,59
gene1829,CU928145.2,1855089,1855667,+,579,0,33
gene1830,CU928145.2,1855660,1857786,+,2127,3,91
gene1831,CU928145.2,1857787,1858845,+,1059,5,15
gene1832,CU928145.2,1858849,1859469,+,621,0,14
gene1833,CU928145.2,1859473,1860168,+,696,1,15
gene1834,CU928145.2,1860168,1860803,+,636,4,28
gene1835,CU928145.2,1861414,1862916,+,1503,1607,323
gene1836,CU928145.2,1863022,1863627,+,606,162,40
gene1837,CU928145.2,1863671,1864534,-,864,15,50
gene1838,CU928145.2,1864593,1865867,-,1275,54,349
gene1839,CU928145.2,1865996,1866652,-,657,13,83
gene1840,CU928145.2,1866711,1867040,-,330,8,41
gene1841,CU928145.2,1867138,1868247,-,1110,45,60
gene1842,CU928145.2,1868521,1868988,+,468,510,1697
gene1843,CU928145.2,1869035,1869469,-,435,375,1917
gene1844,CU928145.2,1869670,1869906,+,237,20,62
gene1845,CU928145.2,1869909,1870766,+,858,0,27
gene1846,CU928145.2,1870766,1872778,+,2013,59,30
gene1847,CU928145.2,1872779,1873300,-,522,433,9
gene1848,CU928145.2,1873381,1874277,-,897,116,33
gene1849,CU928145.2,1874326,1874736,-,411,170,21
gene1850,CU928145.2,1874752,1875267,+,516,9,10
gene1851,CU928145.2,1875304,1876401,+,1098,8,20
gene1852,CU928145.2,1876482,1876889,+,408,40,118
gene1853,CU928145.2,1876992,1877639,+,648,1,26
gene1854,CU928145.2,1877732,1882348,+,4617,23,34
gene1855,CU928145.2,1882399,1882746,-,348,85,1247
gene1856,CU928145.2,1883080,1883895,+,816,33,106
gene1857,CU928145.2,1884023,1884604,+,582,38,1968
gene1858,CU928145.2,1884750,1885919,-,1170,2,22
gene1859,CU928145.2,1886473,1887498,+,1026,13,155
gene1860,CU928145.2,1887495,1888427,-,933,10,43
gene1861,CU928145.2,1888540,1889751,+,1212,11,252
gene1862,CU928145.2,1890042,1891190,+,1149,815,124
gene1863,CU928145.2,1891230,1891871,-,642,136,1555
gene1864,CU928145.2,1892086,1893459,+,1374,62,64
gene1865,CU928145.2,1893500,1894756,-,1257,171,37
gene1866,CU928145.2,1895064,1895140,+,77,0,2
gene1867,CU928145.2,1895145,1895221,+,77,0,218
gene1868,CU928145.2,1895329,1895634,+,306,76,1088
gene1869,CU928145.2,1895760,1897364,+,1605,64,50
gene1870,CU928145.2,1897376,1898188,-,813,3,2
gene1871,CU928145.2,1898192,1898977,-,786,4,13
gene1872,CU928145.2,1898974,1899642,-,669,2,8
gene1873,CU928145.2,1899706,1900353,-,648,0,4
gene1874,CU928145.2,1900357,1902459,-,2103,3,13
gene1875,CU928145.2,1902480,1903106,-,627,0,19
gene1876,CU928145.2,1903562,1903771,-,210,31,266
gene1877,CU928145.2,1904328,1905740,+,1413,212,967
gene1878,CU928145.2,1906051,1906287,+,237,6330,161743
gene1879,CU928145.2,1906351,1907355,-,1005,1986,158
gene1880,CU928145.2,1907504,1907920,-,417,17,6
gene1881,CU928145.2,1907933,1909153,-,1221,77,7
gene1882,CU928145.2,1909150,1910421,-,1272,96,6
gene1883,CU928145.2,1910396,1911142,-,747,63,5
gene1884,CU928145.2,1911152,1912639,-,1488,187,10
gene1885,CU928145.2,1912648,1913016,-,369,163,5
gene1886,CU928145.2,1913343,1913410,+,68,1,6
gene1887,CU928145.2,1913565,1913834,-,270,51,20
gene1888,CU928145.2,1913853,1914263,-,411,3,17
gene1889,CU928145.2,1914260,1917316,-,3057,24,36
gene1890,CU928145.2,1917705,1918817,+,1113,59,84
gene1891,CU928145.2,1919003,1919103,+,101,421,5
gene1892,CU928145.2,1919246,1919602,+,357,6,9
gene1893,CU928145.2,1919702,1920916,+,1215,4,8
gene1894,CU928145.2,1921143,1922408,+,1266,0,4
gene1895,CU928145.2,1922420,1923286,+,867,0,1
gene1896,CU928145.2,1923317,1924075,+,759,7,27
gene1897,CU928145.2,1924219,1925814,+,1596,1,0
gene1898,CU928145.2,1925828,1926979,+,1152,0,5
gene1899,CU928145.2,1927022,1927933,-,912,3,29
gene1900,CU928145.2,1928036,1928212,-,177,0,4
gene1901,CU928145.2,1928249,1929013,+,765,0,1
gene1902,CU928145.2,1929033,1929971,+,939,2,3
gene1903,CU928145.2,1930027,1931316,+,1290,1,0
gene1904,CU928145.2,1931313,1931606,+,294,0,0
gene1905,CU928145.2,1931609,1933309,+,1701,18,12
gene1906,CU928145.2,1933366,1935744,-,2379,50,13
gene1907,CU928145.2,1936077,1936910,+,834,40,11
gene1908,CU928145.2,1937067,1938113,+,1047,12,22
gene1909,CU928145.2,1938245,1938436,+,192,10,20
gene1910,CU928145.2,1938440,1939876,-,1437,73,37
gene1911,CU928145.2,1939939,1940652,-,714,25,429
gene1912,CU928145.2,1940899,1941363,-,465,21,313
gene1913,CU928145.2,1941441,1942190,-,750,15,16
gene1914,CU928145.2,1942190,1942741,-,552,42,23
gene1915,CU928145.2,1942804,1943784,-,981,7,42
gene1916,CU928145.2,1943885,1944184,-,300,1521,1356
gene1917,CU928145.2,1944189,1946576,-,2388,470,430
gene1918,CU928145.2,1946591,1947574,-,984,9,103
gene1919,CU928145.2,1947857,1947901,-,45,4,4
gene1920,CU928145.2,1948024,1948380,-,357,285,4772
gene1921,CU928145.2,1948433,1948630,-,198,199,4997
gene1922,CU928145.2,1948727,1949161,-,435,717,5843
gene1923,CU928145.2,1949273,1951201,-,1929,299,1577
gene1924,CU928145.2,1951725,1952840,+,1116,6,7
gene1925,CU928145.2,1952862,1953623,+,762,12,9
gene1926,CU928145.2,1953959,1954717,-,759,5,104
gene1927,CU928145.2,1955004,1955933,+,930,74,19
gene1928,CU928145.2,1956034,1956324,+,291,82,1
gene1929,CU928145.2,1956430,1957290,+,861,147,122
gene1930,CU928145.2,1957331,1957867,-,537,638,154
gene1931,CU928145.2,1958014,1958682,+,669,9,149
gene1932,CU928145.2,1958845,1959435,+,591,10,31
gene1933,CU928145.2,1959568,1960959,+,1392,59,98
gene1934,CU928145.2,1960963,1961400,-,438,4,2
gene1935,CU928145.2,1961410,1961778,-,369,0,0
gene1936,CU928145.2,1962055,1962318,-,264,4,18
gene1937,CU928145.2,1962501,1964762,+,2262,135,8
gene1938,CU928145.2,1964809,1965567,-,759,9,17
gene1939,CU928145.2,1965580,1966932,-,1353,4,6
gene1940,CU928145.2,1967037,1967879,-,843,1,50
gene1941,CU928145.2,1967887,1968237,-,351,1,15
gene1942,CU928145.2,1968288,1969646,-,1359,23,98
gene1943,CU928145.2,1969731,1970051,-,321,22,297
gene1944,CU928145.2,1970350,1970688,-,339,8919,715
gene1945,CU928145.2,1970890,1971717,+,828,54,81
gene1946,CU928145.2,1971947,1972834,+,888,42,35
gene1947,CU928145.2,1972794,1973369,-,576,0,41
gene1948,CU928145.2,1973572,1974057,-,486,298,53
gene1949,CU928145.2,1974387,1975355,-,969,141,4
gene1950,CU928145.2,1975348,1976691,-,1344,272,2
gene1951,CU928145.2,1976688,1978166,-,1479,352,4
gene1952,CU928145.2,1978163,1979197,-,1035,279,6
gene1953,CU928145.2,1979194,1980414,-,1221,436,5
gene1954,CU928145.2,1980860,1981666,+,807,32,38
gene1955,CU928145.2,1981833,1982543,+,711,4,14
gene1956,CU928145.2,1982548,1983225,+,678,2,6
gene1957,CU928145.2,1983239,1983946,+,708,11,6
gene1958,CU928145.2,1983946,1984494,+,549,2,3
gene1959,CU928145.2,1984504,1985670,+,1167,3,11
gene1960,CU928145.2,1985688,1987178,+,1491,15,19
gene1961,CU928145.2,1987178,1987831,+,654,2,9
gene1962,CU928145.2,1987898,1989205,+,1308,31,38
gene1963,CU928145.2,1989214,1989834,-,621,7,7
gene1964,CU928145.2,1989921,1990328,+,408,23,130
gene1965,CU928145.2,1990802,1992145,+,1344,24,234
gene1966,CU928145.2,1992262,1993302,-,1041,5,69
gene1967,CU928145.2,1993430,1995391,-,1962,13,91
gene1968,CU928145.2,1995396,1996439,-,1044,25,64
gene1969,CU928145.2,1996381,1996530,-,150,0,3
gene1970,CU928145.2,1996556,1997107,-,552,16,32
gene1971,CU928145.2,1997161,1997325,+,165,0,0
gene1972,CU928145.2,1997268,1999124,+,1857,36,256
gene1973,CU928145.2,1999291,2000307,+,1017,11,61
gene1974,CU928145.2,2000318,2000959,+,642,7,40
gene1975,CU928145.2,2001052,2002410,-,1359,8,18
gene1976,CU928145.2,2002527,2003285,-,759,7,218
gene1977,CU928145.2,2003422,2004402,-,981,1,7
gene1978,CU928145.2,2004412,2005359,-,948,0,1
gene1979,CU928145.2,2005364,2006200,-,837,0,1
gene1980,CU928145.2,2006221,2007198,-,978,1,4
gene1981,CU928145.2,2007280,2008659,-,1380,0,2
gene1982,CU928145.2,2008686,2009762,-,1077,1,4
gene1983,CU928145.2,2010132,2010404,-,273,45,44
gene1984,CU928145.2,2010446,2010859,-,414,166,176
gene1985,CU928145.2,2011201,2012196,+,996,678,7128
gene1986,CU928145.2,2012280,2013164,+,885,8,70
gene1987,CU928145.2,2013215,2014069,-,855,21,59
gene1988,CU928145.2,2014159,2014905,-,747,27,175
gene1989,CU928145.2,2015341,2017275,+,1935,1392,27
gene1990,CU928145.2,2017388,2018671,+,1284,208,6
gene1991,CU928145.2,2018818,2020293,+,1476,11,191
gene1992,CU928145.2,2020474,2021964,+,1491,11,181
gene1993,CU928145.2,2022007,2022510,+,504,7,101
gene1994,CU928145.2,2022511,2022663,-,153,0,4
gene1995,CU928145.2,2022785,2023231,+,447,1,4
gene1996,CU928145.2,2023188,2024009,-,822,7,12
gene1997,CU928145.2,2024106,2025287,+,1182,2,22
gene1998,CU928145.2,2025342,2025689,+,348,12,117
gene1999,CU928145.2,2025711,2025965,-,255,6,108
gene2000,CU928145.2,2026148,2027173,+,1026,40,255
gene2001,CU928145.2,2027440,2027688,-,249,1147,323
gene2002,CU928145.2,2027700,2027885,-,186,1,3
gene2003,CU928145.2,2027915,2029123,-,1209,32,182
gene2004,CU928145.2,2029101,2029247,-,147,0,8
gene2005,CU928145.2,2029578,2029766,-,189,5,4
gene2006,CU928145.2,2029770,2030129,-,360,0,3
gene2007,CU928145.2,2030302,2030940,-,639,21,568
gene2008,CU928145.2,2031067,2031990,-,924,33,16
gene2009,CU928145.2,2032093,2033178,+,1086,5,9
gene2010,CU928145.2,2033594,2035039,+,1446,7,7
gene2011,CU928145.2,2035071,2036195,+,1125,2,5
gene2012,CU928145.2,2036251,2037216,+,966,2,16
gene2013,CU928145.2,2037270,2038397,-,1128,2,30
gene2014,CU928145.2,2038467,2040152,-,1686,785,68
gene2015,CU928145.2,2040357,2040938,-,582,115,36
gene2016,CU928145.2,2040978,2041673,-,696,6,41
gene2017,CU928145.2,2041731,2043641,-,1911,19,48
gene2018,CU928145.2,2043773,2044117,+,345,5,287
gene2019,CU928145.2,2044480,2044839,+,360,279,382
gene2020,CU928145.2,2044959,2045138,-,180,19,199
gene2021,CU928145.2,2045212,2046573,+,1362,3,25
gene2022,CU928145.2,2046577,2047155,+,579,103,7
gene2023,CU928145.2,2047339,2048703,+,1365,105,260
gene2024,CU928145.2,2048834,2050432,+,1599,15,15
gene2025,CU928145.2,2050436,2051992,-,1557,20,117
gene2026,CU928145.2,2052455,2053426,+,972,67,508
gene2027,CU928145.2,2053489,2054289,+,801,22,301
gene2028,CU928145.2,2054293,2055153,+,861,36,417
gene2029,CU928145.2,2055208,2055666,+,459,3,48
gene2030,CU928145.2,2055853,2056098,+,246,0,273
gene2031,CU928145.2,2056095,2056661,+,567,1,80
gene2032,CU928145.2,2056658,2057467,-,810,23,148
gene2033,CU928145.2,2057633,2057842,-,210,263,16658
gene2034,CU928145.2,2057855,2057998,-,144,165,4303
gene2035,CU928145.2,2058668,2058955,-,288,30,821
gene2036,CU928145.2,2059030,2059173,-,144,2,148
gene2037,CU928145.2,2059332,2059571,+,240,64,153
gene2038,CU928145.2,2059868,2060143,+,276,178,1375
gene2039,CU928145.2,2060062,2060565,+,504,8,62
gene2040,CU928145.2,2060500,2061282,-,783,124,205
